artist_id,name,popularity,followers,genres,img_url
24ekejeYKRsI7YE26PczBs,Sentimiento Andino,24,716,['andean flute'],https://i.scdn.co/image/ab67616d0000b27396267b016c490b7bb21442ac
39RvzoLlcE0hQwbBqpqjKv,K'jarkas,0,710,[],
5WlrBfFQ0OdkzZhmAd4C1q,Suyana,13,674,['bolivian rock'],https://i.scdn.co/image/df290c55d462b0ab1e66d3e1f5348c997028e9f7
26n3M4wRETNQgjtppLjdbA,Wara,21,671,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b27385a1169e6b0b5d6d831357f4
12oiv7C4YZ3t7NxwewDaRC,Los Canarios del Chaco,24,654,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b27323075b6c06e794ec20147505
183EnZ5fBjuTcqNalgJ5Fd,THEMPO,22,642,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b273312899593681a1956622eea5
4otpYgHGWGKhfghlCo8bBh,Banda Intercontinental Poopó,17,627,[],https://i.scdn.co/image/ab67616d0000b273927aa6ed411194204d8bd569
7nGJIrYTEJHOMex1dZG3o9,Illapa Reggae,8,613,[],https://i.scdn.co/image/ab67616d0000b27391fd1ede2cd7c58a1285c6d3
6oieVNqVz70cI5skWedzO6,Anata Bolivia,21,603,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b273d2600503df9ee1feba60d465
5ZvwK0ZabdNTC4CB4TeqSc,Bolivia,16,600,[],https://i.scdn.co/image/ab67616d0000b273c31b354d0dcbc1fa81372d18
3j3bELLniMh0KxbG3NePtD,Manuel Monroy Chazarreta,12,597,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b2730cdb22dd2e34585e20a1d10d
5EMehJgr9m69BmO5I7fxZS,Orgasmo,10,582,['bolivian rock'],https://i.scdn.co/image/0a87c763d4589aa676e19881ff576d9561267a33
3JNjJfCFurZgOYfpvj52AI,Karloz de la Torre,11,564,['bolivian rock'],https://i.scdn.co/image/407a61b4a01053ea7e4d897bd0c21a1144a4d5f6
53UBgzqCabyAZ0NpEDr26a,Música de Maestros,16,562,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b273f9af47149c95866912ec49b5
4x1llnJ7cSsHeO8zikHQUg,Mallku De Los Andes,12,559,"['andean', 'folklore boliviano']",https://i.scdn.co/image/ab67616d0000b27349059d406d564f7c836d01fe
2h6aLldQBBQT14eZt0vXPU,Los Taitas,28,521,['chamame'],https://i.scdn.co/image/ab67616d0000b273cc7ddaa3e37027e935d68b7f
5bKQMlxHqYnMhNUHdhRRVd,HUELLA BOLIVIA,0,520,['cumbia boliviana'],https://i.scdn.co/image/49c2a213cce8c87e543292bfe0155e39d46ca3ea
7F9lKQqpQ7PKUnw5SoP1BP,Donato Espinoza,11,520,"['andean', 'charango']",https://i.scdn.co/image/ab67616d0000b273b5c3eadc9f46720eaa7305a1
0ubGzO9HMMqNnclsGBnmpX,Los Cholos Andinos,13,513,['andean'],https://i.scdn.co/image/ab67616d0000b27315cc2bc725b73d9ef50e5187
2AAyiqHQQfbJp2QxiTqmz9,Eddy Navia,18,500,"['andean', 'charango']",https://i.scdn.co/image/ab67616d0000b27394c6048f7e0b84bb379dc9ad
7zIWjoj6i2WCwUk2DVeDb3,Prana,1,495,['indie platense'],https://i.scdn.co/image/9339a978572cd56d0684d88f3ce5b23fb37438b0
5QOjimGl49GNSyWparu0lZ,Ruphay,13,479,"['andean', 'folklore boliviano']",https://i.scdn.co/image/ab67616d0000b27369146d87f005f5dd9a1548ae
7CoQ5eN08elIm8j7cFSP0e,La Logia,28,477,['bolivian rock'],https://i.scdn.co/image/ab67616d0000b273b26c4db9440e1c11e0826368
5D78NzfoRQeQ9IO1EIjtr9,Alfredo Coca,16,464,"['andean', 'charango']",https://i.scdn.co/image/ab67616d0000b2733cd64a69436e2423cf570189
6gauCoBS0QzNXXI3toQikK,Los Tocayos,16,458,['bolivian rock'],https://i.scdn.co/image/d988d3df36a7a5f6fa3f82972f5dedecc7f2712a
79mfUFvaLla5CSSjLMm0F7,Los Gutierrez,24,453,['salay'],https://i.scdn.co/image/ab67616d0000b2731ee8efdc99e438701ddadd54
4VqRr9QKXxeVVVpJoePixr,La Luz Mandarina,11,449,['indie boliviano'],https://i.scdn.co/image/7fe79ab58e595783439ff96067b8d2279c91b3e5
0S7MwI5YpZTkhA5aiDm0uM,Jordan,32,420,[],https://i.scdn.co/image/1523eeb8012054f89c9503b74828824c6f42faea
6MQ5MPVzJpzqwxkknxsnZX,ETIQUETA NEGRA BOLIVIA,23,396,['cumbia boliviana'],https://i.scdn.co/image/c87eb32e6a06751004b3cdd13df12fea4b2f5831
3J1oRqweouXXt7Mj6A63Vn,Grupo Femenino Bolivia,26,392,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b2734acb385c38f962630292304f
3KagqkxCt4MtrO4sgT6Nfw,Lapsus !,8,385,[],https://i.scdn.co/image/ab67616d0000b273ea99a2c28ba4404edc5504ee
6B9hIrdZXur6eQKsCDtqM0,Grupo Conexión de Bolivia,0,364,['cumbia boliviana'],
67IVxz3nJ7VSnJ6P7KDdad,Dixi,12,333,['bolivian rock'],https://i.scdn.co/image/ab67616d0000b2734f3f12db65e8cc5d1bf6c34e
6nl01l9uxlVjTTuBD6Z8Sa,Aullagas,9,325,['salay'],https://i.scdn.co/image/ab67616d0000b2733f2ff85c237a17f91f6143c0
4TyDNPmYT1XawRuGJmVdHA,100% Yara,21,324,['salay'],https://i.scdn.co/image/ab67616d0000b273754531578f165bef1889ea7d
5uC2chHZVl86bCZ03FI395,Últimos Glaciares,9,322,['indie boliviano'],https://i.scdn.co/image/762cb00b840671207c84989c6bad69dec467884e
6bQ0Hgnl6AvtfTjUTtHWU2,Jorge Eduardo,16,321,['cumbia boliviana'],https://i.scdn.co/image/ab67616d0000b273d1be9a274a25178d695d2ec0
0KaeXDSguktnlfNC1WEq1k,Los Descendientes,3,310,['cumbia boliviana'],https://i.scdn.co/image/ab67616d0000b2737327ee3e16e3cc92bbfc3008
546Ecwa9LZGkp5j8eN21rM,Santiago Laserna,10,305,['indie boliviano'],https://i.scdn.co/image/1d46e95a10cc1f91f919a4b5f62fc332162a7ca1
32SCJ5f4CGlRH7wTOhzyGn,Yara,21,304,[],https://i.scdn.co/image/ab67616d0000b27360a656a1a2229edab3137502
0TxrCT0QkO6xa1VAhb5AJI,ionse,11,278,"['bolivian rock', 'indie boliviano']",https://i.scdn.co/image/144764c76835267a60dfbf471a0430b85d596e08
7gjsdapfofatFrts50jPoF,Canto Popular,14,277,[],https://i.scdn.co/image/ab67616d0000b273fecf70348b691b6b27b657d0
4S9Tsw7sofNELXL3M99yl2,Astronauta Suburbano,7,270,"['bolivian rock', 'indie boliviano']",https://i.scdn.co/image/c33823c80ef2aa3c7f267b14902b65606df8eb63
5NXKyBaz4vmAgsGY28fw1F,Mauro Nuñez,5,269,['charango'],https://i.scdn.co/image/ab67616d0000b273975ef59d6820149ee346018c
0YOLH9TIP7O6oDFPz9JXju,Torkuatos,6,265,['indie boliviano'],https://i.scdn.co/image/2a363d0902494e0b8148e4dd3588fc6868bf3a69
5EQD6Wn15IpwoNBCwzHzgE,Sacrilegio,12,258,"['bolivian metal', 'latin metal']",https://i.scdn.co/image/ab67616d0000b2731a75a51e6b23e26ecb7825d7
36yItyZJx0Tw3OpFQADb8z,Camarú,9,249,['indie boliviano'],https://i.scdn.co/image/5330631eed30e9a547e32497d049b5ea20f18d44
685o6XB8DXyM44ukdU5ebX,Scooby Groovy Doo,1,249,[],https://i.scdn.co/image/ab67616d0000b273ea83cd356f198bf2077fdc64
3NeM8H9XMDgWbufVRFXK4y,Gran Matador,5,247,['cumbia boliviana'],https://i.scdn.co/image/ab67616d0000b273c477a9862c6f10fe20d3bba9
1gDMh0uBJK6JP61hn5PFzs,Surdo,3,240,['bolivian rock'],https://i.scdn.co/image/d1482ca3df4a5378d4c9c375ec5ce4843b8dd4af
7HLwXZlNuVlAIXKhOYCk1E,Doble Via,12,234,[],https://i.scdn.co/image/ab67616d0000b2739cf1e4a8854fd0b4fbbfc1ea
6kzbStXNv3dI0ZJEN9mLy2,Aeroplan,9,228,['indie boliviano'],https://i.scdn.co/image/ab67616d0000b27317700bb7d9d2bcbd78bdd730
2VEYnqfdlSpPemYF3Ddwur,Ignacio Val,18,226,['bolivian rock'],https://i.scdn.co/image/f7ca22e04520690afc280b5869b50b193d95e1f2
0O03nXz3ap5XT9ptfwijtH,William E. Centellas,5,218,['charango'],https://i.scdn.co/image/ab67616d0000b2739fc8bc57feb76d1d70f388a6
2MQn6Up6uv7IGeE9YgeVKP,Suke,7,207,['indie boliviano'],https://i.scdn.co/image/eeaf1d2e248afe7a67b3b5dcd722076c5780a4ff
7IpURvlebGn1tpKNFE6dVr,Duo Larrea Uriarte,14,198,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b2731dad044b812e922502902c31
29UmmLVRuyG1L1ulVLoW13,Joaquina (Rock),6,191,['bolivian rock'],https://i.scdn.co/image/ab67616d0000b273de05fcaad70b68bed280d699
1oSjEboJJSXlknQs0w3t54,Julio Rocabado,11,186,"['andean', 'charango', 'folklore boliviano']",https://i.scdn.co/image/ab67616d0000b273041c083ee4f9a8d4a93f2a9b
0FVgmSU56iWwkHjuXwPzEn,Las Balas Que Vendrán,7,184,['bolivian rock'],https://i.scdn.co/image/9d5744e78fbd737a0789424f565f48d3fdf52287
31EGT3C2BCW6cqJKijyiHY,Chicas Delfin,3,182,['indie boliviano'],https://i.scdn.co/image/c0fe55d661b5f38b9c75b4e981b1a1dbfded37f2
0HR1yy7m0uBvjnYpFJFGYF,Los Andaluces,10,180,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b273f68ee7f7d21d9e94bf2eac30
3SwqAlrK0CMhXzu9R8tAEE,World Music Tour,2,174,[],https://i.scdn.co/image/ab67616d0000b273fb068ca7ab7c624767d797dd
4yeqpBcdqzt9AVvvzTpJq6,Pateando al Perro,4,163,['bolivian rock'],https://i.scdn.co/image/ab67616d0000b2737d28668c15126c582f4bf0e6
5OPTcRPbMMiTOkbxhU56lA,Opus 4:40,19,162,['cumbia boliviana'],https://i.scdn.co/image/ab67616d0000b273d1be9a274a25178d695d2ec0
6sKxxYIo74SVq0e09pNUCT,Icaro,6,158,[],https://i.scdn.co/image/ab67616d0000b2736b623044d369abbf50ee0e42
71bvN7Y6iJdJJmvzlFImyi,Wapb's,6,140,['bolivian rock'],https://i.scdn.co/image/ab67616d0000b2731283ed40410912632a37b786
3MCqjNuqAL5Ovan3YZZfL4,Lapsus,1,138,[],https://i.scdn.co/image/ab67616d0000b2735743216f32910d2aada3b5fd
1HQKkzStrRzarGcP2hcWnE,Irreversible Bolivia,8,135,['cumbia boliviana'],https://i.scdn.co/image/761aeeb183b5805586bfd9b9cdf587698bda64ad
1JypRMOBn4rkHvWMOT694Q,Nanda Manachi & Savia Andino,15,129,[],https://i.scdn.co/image/ab67616d0000b2731ced1b9f899d9398e937e712
2B2jM15msacseMZ741IMHy,Capital,2,125,[],https://i.scdn.co/image/ab67616d0000b2739c658e264c16865cc8a605a4
5Lwt6KKx8bSwbf6pjRUVkE,Grupo Pk2,0,115,[],
3o8EBZynaPaIvOU426I4Oj,Veneno,16,103,['cumbia boliviana'],https://i.scdn.co/image/ab67616d0000b2730765b9651f8c0457d7be8f7d
05c0eIYflmDPeu1mC1eDrg,Grupo Karacol & Adanis Delgado,11,103,[],https://i.scdn.co/image/ab67616d0000b2736de9932b860304627915cce9
0zH0q8zvyu7U7XyLNHCnzK,Diáfana,6,102,['bolivian rock'],https://i.scdn.co/image/ab67616d0000b2737da96ec940b6fb8338822186
31XQYjxS44AkYTM3b3tK1O,José Luis Cordova,20,101,[],https://i.scdn.co/image/ab67616d0000b2738b8b0c48861494d2e808f246
1Jvpk8cOcAn8rx1f40hCZt,K'achas,13,94,[],https://i.scdn.co/image/ab67616d0000b273587b72951e9951df7cfa5406
6Ghj6Q12zxmqh4thzM1kLg,Aymuray,8,87,[],https://i.scdn.co/image/ab67616d0000b273bc27e641f077ed4403c19a19
2EN1815G80EwjmqMfdzmLk,Luis Gutierrez,24,76,[],https://i.scdn.co/image/ab67616d0000b273f66ffc167cf779d883f3ebe4
6UVAmQXyP4ojWcS5nHWUBs,Gerardo Arias,16,76,[],https://i.scdn.co/image/ab67616d0000b273665e7d439733d6d1c096111e
7LdXWN5g8yECAbIvEjyy8V,Mistika,5,67,[],https://i.scdn.co/image/ab67616d0000b2734314d77f6cca984d69f890eb
5nGv9IXGlZXVyS44GDtttb,Kuzco Music,18,64,[],https://i.scdn.co/image/b969c8cbfb3202ec2401661d0130618df5710d68
4vU3H8sq9yP4L6dyg0rPAC,Ácido Domingo,2,59,['indie boliviano'],https://i.scdn.co/image/f35c1ba339ffbb683cd56114053199e06374fd06
6saMD4Q6gBk5LOn2LOyzn2,Banda Militar Boliviana,7,58,[],https://i.scdn.co/image/ab67616d0000b27328f4a421add51a8633cbe663
1bAItp0jYx6k2Bz1jV0muN,PliKa,2,57,[],https://i.scdn.co/image/ab67616d0000b2739bea264bc2ec8dd28f63d111
0NteB9nhib2gnBQti5C5PN,Runakay Bolivia,0,54,['salay'],
6Z8KMP3GdNfeyOBNp2B9wT,T'ikas Wayra,6,54,[],https://i.scdn.co/image/e2280a9b165ce867cb7000b259f97562bdd5e55a
7gCnk0Ivq35DH5hDeh9qTM,Juan Lovera,4,50,[],https://i.scdn.co/image/ab67616d0000b273e6449bbbcc93b9b9853f46b5
22vbrs8DqWQ0wN5zgPV2Uz,Mara Bolivia,9,49,['salay'],
4Csbz9Fc5L9USnnAbyH0oZ,Motel Groove,1,48,[],https://i.scdn.co/image/182bbf23f7c14e54a3de3dd9f7d00d588ec2c4f8
40yzYSCIcREdRV4SuDIDMP,Sumaya,10,48,['salay'],https://i.scdn.co/image/ab67616d0000b273d72d024dfc55bda79e501906
7orfqbmT9JglVNcfXjv5bK,Pelo D' Ambrosio,0,46,[],
6OAUJXe2dPNUp5eMkh1ErT,H3O,15,41,['indie boliviano'],https://i.scdn.co/image/ab67616d0000b273b4c3edcedbe58892a1240b37
4ANA9OGZWiV5TIUuQoG77R,Waliki,9,39,['salay'],https://i.scdn.co/image/ab67616d0000b273a20c7d9f6b1d719b74ba42a2
5PuMercJBTqJY4c4HdwD5R,RAGGA-KI,3,39,[],https://i.scdn.co/image/ab67616d0000b273800749f3861b6ee318986d6c
3y28X1F1ZxRaXe3JfN4ThJ,Yawarmanta,6,37,[],https://i.scdn.co/image/dbc48d313fb6d9e333e23f9f02f4f5e3adec090d
2lVPmcuS6vEGXzZbF2tdVE,El Trío Pelotas,17,33,[],https://i.scdn.co/image/69d54bcd1ede296a124493405a9dadabef510dbe
6FunYPUx49EpvoGTfZmlpu,Bimbi,2,30,[],https://i.scdn.co/image/ab67616d0000b273b6bf7f485367130587f2cba0
5J6zAv32C1JH6if552R3hr,Montellano,0,30,[],https://i.scdn.co/image/9d0a2e9bed4781e4a3a26ff4ea962e822fe2ceb8
1IEdZMndnqIAabxVTbfO8B,Chuquiago,11,29,[],https://i.scdn.co/image/ab67616d0000b273cea9cc59ee7109067cbbb18b
15yTzkgR4eoqBUzMrzOQX5,Grupo Lejania,11,29,['salay'],https://i.scdn.co/image/ab67616d0000b2736649902dfcb81ad7f368ac0d
6bH2XgEcgrZqaG5HLfuNcZ,Anadda,4,28,['bolivian rock'],https://i.scdn.co/image/ab67616d0000b273639b1af7ee0ef864bb19583f
5cZuv449OspxPrjcVnLUrR,Gonzalo Hermosa González,7,26,['charango'],https://i.scdn.co/image/ab67616d0000b273e9c5731ada20a2f6735e3118
731CL04Ihoz7ALgmzdb7OG,Zckrap,4,21,[],https://i.scdn.co/image/ab67616d0000b27339ea7a4d9e3b6763bb301600
6uQ2u5yv5t8Tje140MNP4U,AYNA BOLIVIA,0,19,['salay'],
0jCL4vbWSnbIKQpHCvQp5B,Kharua,13,19,['salay'],https://i.scdn.co/image/ab67616d0000b273de432584207f49f9ba77dd01
5HSw372vFrMzaMKcPP0XZI,Miguel Angel ElGenio,14,19,[],https://i.scdn.co/image/ab67616d0000b273819529f8943652ca3be076cf
4WsSJ7RxWsjWMlhWwKoGXA,Sisay Bolivia,4,16,[],https://i.scdn.co/image/ab67616d0000b273d397427e432988b31dd3f9d3
3G7grJlEjE6FPQJFAUVBIA,Los Maynis,8,14,['salay'],https://i.scdn.co/image/ab67616d0000b2731dde002c58cd6c555fef89ac
1aMjexwwhW1DiFPRX3FlJW,Jackeline,3,13,[],https://i.scdn.co/image/ab67616d0000b273e8c789bc753039cb5f22edaa
5nkGgqQmbOEnaHhzQk6Bzf,Confusión B.,4,13,[],https://i.scdn.co/image/ab67616d0000b2731dbafb4c3a9ba86d9fea2c92
4TwddXfzAu5AYMOles9r7u,Consagrados,0,12,[],https://i.scdn.co/image/ab67616d0000b273207c90231003249022823452
3D0ByYZA6guTdfkiN4ZUt9,Kapaj,6,12,[],https://i.scdn.co/image/ab67616d0000b273b0642a469a46c9eaa656eb7e
1Ih0CU2nQNcBUjUYHKemrn,Grupo Femenino Candela,6,12,[],https://i.scdn.co/image/ab67616d0000b2735abced6ac679b3259694b43f
11YkwFa2HKH9zas2BBRk7O,Mc Drilox,10,12,[],https://i.scdn.co/image/f7593e9d128d4a0218de407cc7d06f7e3f89093a
4l0bJgGo8GJYXiXL7aZJao,soria records,15,7,[],https://i.scdn.co/image/ab67616d0000b2730ab46dc76259c642030e0158
1hqVjBGt5Eb91laExZ58AQ,Sur Anonimo,7,7,[],https://i.scdn.co/image/ab67616d0000b2737fcc48619f9faa827c46233e
4Dkr5dTqMLI6vVI303MBDa,Saraya Bolivia,3,6,[],https://i.scdn.co/image/ab67616d0000b27328dc3c401347aebc48ef49ed
6Jhh309jMxQmDMHco40CcU,Kollasuyo,0,5,['salay'],
7rsWpmBlaDWndspQrhyMkC,Magoman,0,5,[],
0PuGi5xDkkBSp0VxPqAdwJ,Rodrigo Mc,3,3,[],https://i.scdn.co/image/ab67616d0000b2731ea62f0371467575d06acf29
0MfqiQWF3Ia3gMbgxu6gu6,X Siempre Sabaya,3,1,[],
7b4FiXD70tUTy79EYPNgwP,Juan Manuel Thorrez,3,1,[],https://i.scdn.co/image/ab67616d0000b273975ef59d6820149ee346018c
1S6elt0a8pmo996HL2y9Gz,Gaston Sosa,0,0,[],
4WAaTakxKxopv7WBTERVpE,World Band,0,0,[],
0ReBcEK3lxWyrEjmtPcSVA,Grupo Sangre Morena,4,0,[],https://i.scdn.co/image/ab67616d0000b27330a7c9647c1d29024dc3be3c
0XHxkCFOev9OGFIRD2S3sr,Xavier Xk,6,0,[],https://i.scdn.co/image/ab67616d0000b2732a683afec12a9b727645abb2
