artist_id,name,popularity,genres,img_url,followers,ranking
6yVxbzScbih8Uvyfrdhx17,Jach'a Mallku,31,['andean'],https://i.scdn.co/image/ab67616d0000b273659540453f48d763ad748b9f,4720.0,top
0zeMCZBKizCfliQhG6rwGh,America Pop,0,['cumbia boliviana'],,4963.0,top
62S3RF9l0ResGis6eMzcND,Grupo Bolivia,27,"['andean', 'folklore boliviano']",https://i.scdn.co/image/ab67616d0000b2737459e982b747c4b35f513ded,4986.0,top
3Rd5uZJK7LV9xnCDIsUxYU,Maya Andina,27,"['andean', 'folklore boliviano']",https://i.scdn.co/image/ab67616d0000b273e66d195ec073531619b88f05,5161.0,top
3kDYHMy6GYj6ejaD2D6MTN,Awatiñas,28,['andean'],https://i.scdn.co/image/ab67616d0000b273aae2b188cd31ef92c730442c,5442.0,top
2MyrVjqQx2WwuswUpJ9TH3,Llegas,33,"['bolivian rock', 'indie boliviano']",https://i.scdn.co/image/ab67616d0000b27355e1b13a9ee299da893ed650,5606.0,top
3SW5LoCfMI2YqNC3dKVPVU,Grupo Bonanza Bolivia,33,"['andean', 'folklore boliviano']",https://i.scdn.co/image/49a9cca351957569689efbee7e45b0f52f71f6d5,5852.0,top
3yDgKSD5aLwGqpWVpwc0iP,Yuri Ortuño,28,['andean'],https://i.scdn.co/image/ab67616d0000b27373e18b9a4f2812c5e093e246,5928.0,top
5tr9ik6zvne8ykaN5iC7Yk,Carlo Frigeri,27,['indie boliviano'],https://i.scdn.co/image/cac63277172f1d0ba816e2e87ca423da277bc9ec,6021.0,top
7Id6e14ndbpmQCA4H5z48t,El Negro Palma,37,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b273f96684b0719500754d6fe5d8,6211.0,top
6q1CMwzwskr1MmhroO4KFG,Virus de Amor,32,['cumbia boliviana'],https://i.scdn.co/image/625aa0e3a6aa8c07dd766c400eee3c1b307ced9f,6354.0,top
2KakzjX640aIT7kOSY4CTP,Efecto Mandarina,27,['bolivian rock'],https://i.scdn.co/image/ab67616d0000b27372995a1de39bfe67974c698f,6421.0,top
5fx2gAF0dCFWULwx4TwQS0,Dalmiro Cuellar,38,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b273396b59ce49fa4b14388dad5e,6791.0,top
3rdPIEXGRnnlMvnZtzoQyp,María Juana,33,['folklore boliviano'],https://i.scdn.co/image/ab67616d0000b273b54e092bc5205b1edfce5f1f,7572.0,top
2yPqUTJGIJXeTLqUn7n3px,La Mara Santos,32,['cumbia boliviana'],https://i.scdn.co/image/22751abd38bc7573ccde90b2664c9d4527d3a39d,7676.0,top
5nerlXgmkkutK76kjPNjCr,Luzmila Carpio,35,"['andean', 'folklore boliviano', 'latintronica']",https://i.scdn.co/image/c0d81b365ff1fade699c52bbe6cc959aff75a8bc,9304.0,top
4EBLOxVwhNdq0BbTy0M6xN,Llajtaymanta,41,"['andean', 'folklore boliviano', 'huayno']",https://i.scdn.co/image/ef8d4a536e92f191ffdfe8f005fe7003c302fda7,9888.0,top
4ooyae64t1DFiWd1UnJ5d4,Octavia,38,['bolivian rock'],https://i.scdn.co/image/955215b2e78f8161eef0023aece58b1d003c270d,10327.0,top
0AMd5Lv1a9CTAdLfbIkf8F,Tupay,38,['andean'],https://i.scdn.co/image/ab67616d0000b27333ac4054b59c1fee7fe6b45d,11322.0,top
1pbcskpK1qePXm3sYvYu4o,Chila Jatun,42,['andean'],https://i.scdn.co/image/dcfe2ab49d0de0c8a4cd3febb9db4ef07cc69c05,15064.0,top
1IYPsxunWpJvDYA1Por8dI,Diego Ríos,41,['cumbia boliviana'],https://i.scdn.co/image/2136977d295eebc7f071fa649816423e8a5fa7fe,15360.0,top
0vvNxX8NjBqBZeJk4Ni3xc,Kala Marka,39,['andean'],https://i.scdn.co/image/ab67616d0000b27360d4a9c6701e630ba8241e1b,15442.0,top
0SWtMcmZLgP04Kj5x0eCxa,azul azul,50,['latin pop'],https://i.scdn.co/image/368c867ee65a75b5b5a05278e96992d59e08104e,16390.0,top
7icDj3mEmk3X2phthD7iA2,Matamba,38,"['bolivian rock', 'reggae en espanol']",https://i.scdn.co/image/0da37fc535fec8c6e731ca8f61f9c5a59018390f,18077.0,top
119DPASXtwEkIiAoRSOUR8,Proyección,43,"['andean', 'folklore boliviano']",https://i.scdn.co/image/ab67616d0000b273b9306d26578b5fd30de08737,19856.0,top
0hkFv9719WLJ2uupZTn0ru,Savia Andina,44,"['andean', 'folklore boliviano']",https://i.scdn.co/image/2aa0046a50d2b0a7fb1412017d31c49067a1b35f,27858.0,top
2oM7LqPaoCUcHHHnsTtgn1,Bonny Lovy,47,"['cumbia boliviana', 'pop reggaeton']",https://i.scdn.co/image/782b72dd80898104191c44aabe6b7aad8440874f,35377.0,top
30DQw23SjsbMLFlhia84jN,Elias Ayaviri,48,['hip hop boliviano'],https://i.scdn.co/image/d031b0c224b238177d54b117d2b12b36b63c960f,47475.0,top
0tkboyBYNymYytYlb9EXkN,Los Kjarkas,56,"['andean', 'charango', 'folklore boliviano']",https://i.scdn.co/image/79cf21eb7afee7040e0bc3c4e4a78df6567bc65d,97487.0,top
1CIQKMq8233RjSs4VMk0a9,Atajo,28,"['andean', 'bolivian rock']",https://i.scdn.co/image/f9a1ab380e03ac9042821ace7d12177f7596cafd,,popular
7gs6RrJmRq75GL9PYwCX0L,Grupo Maroyu,1,['cumbia boliviana'],,,unkwown
1kqcnt8DXUkuuRnawXGS38,Avionica,26,"['bolivian rock', 'indie boliviano']",https://i.scdn.co/image/9eff4eaf9f32624e0ba5288d56deada4a5d5d2bb,,popular
45MEz7t5DAOmX0o8fFKA3B,Sukay,27,['andean'],https://i.scdn.co/image/ab67616d0000b2731a118d85662aaded21354b82,,popular
3U5KZkwiSmACysZTJIvjgU,Grupo Veneno,48,['cumbia boliviana'],https://i.scdn.co/image/ab67616d0000b2737c536a916d4ec2c0666b723d,,popular
6Y2Lacqni5uPW6SROD6Jlx,Rumillajta,29,['andean'],https://i.scdn.co/image/ab67616d0000b27326b870551902e77ee1712ef0,,popular
4P6BbGD4vPfePNs4iPKVcF,Zulma Yugar,30,['andean'],https://i.scdn.co/image/ab67616d0000b27346aff8fb6f05292a26a335b9,,popular
79EmqrbbIDDUQzleucbi1Z,David Castro y America,33,['cumbia boliviana'],https://i.scdn.co/image/ab67616d0000b273eeabd21f21b6dc06de016237,,popular
7y0ZJqOnXqbNN1gReruGDi,Cumbia de la Cruz,30,['cumbia boliviana'],https://i.scdn.co/image/ab67616d0000b27389acc9e7cc4581e51af1f8f6,,popular
27aGmZfITo7aGbSFrHwRcE,Electroshock,27,"['bolivian rock', 'indie boliviano']",https://i.scdn.co/image/0d7abfe77e8c4304c6205b591c20915ef99eee69,,popular
